seq1312	seq1312
seq96195	seq133521
seq96195	seq133522
seq96195	seq35827
seq96195	seq35828
seq96195	seq102871
seq96195	seq102872
seq96195	seq88153
seq96195	seq40956
seq96195	seq35837
seq96195	seq218301
seq96195	seq35838
seq96195	seq202078
seq96195	seq218302
seq96195	seq8927
seq96195	seq202079
seq96195	seq2396
seq96195	seq40957
seq96195	seq10278
seq96195	seq128212
seq96195	seq150627
seq96195	seq150628
seq96195	seq1030
seq96195	seq10279
seq96195	seq72906
seq96195	seq72907
seq96195	seq82188
seq96195	seq82189
seq96195	seq78670
seq96195	seq175854
seq96195	seq133425
seq96195	seq118132
seq96195	seq118133
seq96195	seq216216
seq96195	seq96278
seq96195	seq1029
seq96195	seq157384
seq96195	seq175855
seq96195	seq33200
seq96195	seq131700
seq96195	seq160134
seq96195	seq160135
seq96195	seq131701
seq96195	seq208663
seq96195	seq87897
seq96195	seq194297
seq96195	seq172169
seq96195	seq172136
seq96195	seq35764
seq96195	seq47448
seq96195	seq172170
seq96195	seq172137
seq96195	seq83979
seq96195	seq83980
seq96195	seq47449
seq96195	seq35731
seq96195	seq35763
seq96195	seq35891
seq96195	seq35732
seq96195	seq35892
seq96195	seq35867
seq96195	seq35868
seq96195	seq64957
seq96195	seq65131
seq96195	seq65132
seq96195	seq64980
seq96195	seq64981
seq96195	seq198071
seq96195	seq89331
seq109699	seq109699
seq109699	seq109700
seq109699	seq110066
seq109699	seq110067
seq109923	seq109923
seq109923	seq170823
seq109923	seq109687
seq109923	seq26105
seq109923	seq27331
seq109923	seq35403
seq109923	seq171020
seq109923	seq171055
seq109923	seq184272
seq109923	seq26420
seq109923	seq184245
seq109923	seq199131
seq109923	seq199171
seq109923	seq199244
seq109923	seq199128
seq109923	seq83903
seq110179	seq110179
seq110179	seq88097
seq110179	seq84035
seq110179	seq184425
seq110179	seq100669
seq110179	seq35463
seq110179	seq27249
seq110179	seq199763
seq110179	seq207735
seq110179	seq170798
seq110179	seq184497
seq110179	seq171029
seq110179	seq109750
seq110179	seq109746
seq110339	seq110339
seq110339	seq22022
seq110371	seq110371
seq110371	seq110471
seq110595	seq110595
seq110595	seq110594
seq110915	seq110915
seq110915	seq110914
seq111555	seq111555
seq111555	seq111510
seq111555	seq111511
seq111747	seq111747
seq111747	seq111746
seq111875	seq111875
seq111875	seq176704
seq111875	seq176768
seq111875	seq176936
seq111875	seq176973
seq111907	seq111907
seq111971	seq111971
seq111971	seq173027
seq111971	seq159564
seq111971	seq111917
seq111971	seq214789
seq111971	seq214912
seq111971	seq214946
seq111971	seq55971
seq111971	seq150531
seq111971	seq214919
seq111971	seq214856
seq111971	seq55979
seq111971	seq150574
seq111971	seq214703
seq111971	seq214864
seq111971	seq214928
seq111971	seq214705
seq111971	seq214770
seq111971	seq56083
seq111971	seq214708
seq111971	seq21622
seq111971	seq214710
seq111971	seq214808
seq111971	seq214904
seq111971	seq21658
seq111971	seq150716
seq111971	seq214844
seq111971	seq214908
seq112451	seq112451
seq112451	seq57538
seq112451	seq31683
seq112451	seq57539
seq112451	seq63875
seq112451	seq112452
seq112451	seq57541
seq112451	seq31632
seq112451	seq33751
seq112451	seq33752
seq112451	seq31802
seq135107	seq135107
seq135107	seq117526
seq135683	seq135683
seq135715	seq135715
seq135715	seq135714
seq135747	seq135747
seq135747	seq135748
seq135747	seq135662
seq135747	seq135790
seq135747	seq135663
seq135747	seq135703
seq135747	seq135704
seq135811	seq135811
seq136611	seq136611
seq136611	seq136742
seq136611	seq136711
seq136611	seq136743
seq136611	seq136680
seq136611	seq136712
seq136611	seq136681
seq136611	seq136598
seq136707	seq136707
seq136707	seq136708
seq136707	seq136615
seq136707	seq136752
seq136707	seq136753
seq136707	seq136734
seq136707	seq136735
seq136771	seq136771
seq136771	seq136770
seq137123	seq137123
seq137123	seq137122
seq137475	seq137475
seq137475	seq195988
seq137475	seq120374
seq137571	seq137571
seq137571	seq137443
seq137571	seq137543
seq137571	seq137577
seq137571	seq137561
seq137571	seq137515
seq137571	seq137658
seq137571	seq137621
seq137859	seq137859
seq137859	seq137860
seq137859	seq137772
seq137859	seq137773
seq137891	seq137891
seq138019	seq138019
seq138115	seq138115
seq138115	seq138114
seq141827	seq141827
seq142083	seq142083
seq142179	seq142179
seq142179	seq142210
seq142179	seq142133
seq142179	seq142277
seq142179	seq142098
seq142179	seq142265
seq142627	seq142627
seq142627	seq142628
seq142627	seq142454
seq142627	seq142455
seq142627	seq142616
seq142627	seq142617
seq143555	seq143555
seq143555	seq143541
seq143651	seq143651
seq143651	seq143650
seq143651	seq160980
seq143683	seq143683
seq143683	seq143682
seq143683	seq143743
seq144195	seq144195
seq144195	seq144277
seq144195	seq144194
seq151811	seq151811
seq151811	seq29984
seq151811	seq151812
seq151811	seq29969
seq151811	seq29970
seq151811	seq29983
seq151811	seq103158
seq151811	seq103157
seq152291	seq152291
seq152291	seq152290
seq152579	seq152579
seq152579	seq131482
seq152579	seq152541
seq152931	seq152931
seq152931	seq80331
seq152931	seq158566
seq152931	seq117088
seq152931	seq158625
seq152931	seq80332
seq152931	seq99758
seq152931	seq114261
seq152931	seq79126
seq152931	seq46359
seq152931	seq80312
seq152931	seq99673
seq152931	seq148609
seq152931	seq152932
seq152931	seq152937
seq152931	seq101013
seq152931	seq100954
seq152931	seq87838
seq152931	seq179679
seq152931	seq99672
seq152931	seq158565
seq153123	seq153123
seq153123	seq153122
seq153123	seq152876
seq153123	seq152877
seq153123	seq205186
seq153123	seq162116
seq153123	seq162117
seq153123	seq162214
seq153123	seq162215
seq153123	seq162191
seq153123	seq162096
seq153123	seq162192
seq153123	seq162224
seq153123	seq162097
seq153123	seq162225
seq153123	seq162228
seq153123	seq162229
seq153123	seq162172
seq153123	seq162173
seq153123	seq162205
seq153123	seq162142
seq153123	seq162206
seq153123	seq162143
seq153123	seq44224
seq153123	seq181153
seq153123	seq181152
seq153123	seq181196
seq153123	seq145053
seq153123	seq145052
seq153123	seq148362
seq153123	seq148416
seq153123	seq148423
seq153123	seq148363
seq153123	seq175403
seq153123	seq175407
seq153123	seq148368
seq153123	seq175411
seq153123	seq175380
seq153123	seq175412
seq153123	seq175541
seq153123	seq175478
seq153123	seq175351
seq153123	seq175352
seq153123	seq175448
seq153123	seq1980
seq153123	seq148797
seq153123	seq95425
seq153123	seq95426
seq153123	seq116102
seq153123	seq200448
seq153123	seq216801
seq153123	seq200482
seq153123	seq209826
seq153123	seq167145
seq153123	seq200425
seq153123	seq200523
seq153123	seq200493
seq153123	seq216686
seq153123	seq216655
seq153123	seq209811
seq153123	seq10777
seq153123	seq116063
seq153123	seq209791
seq153123	seq167144
seq153123	seq200481
seq153123	seq209825
seq153123	seq216705
seq153123	seq200424
seq153123	seq200522
seq153123	seq200492
seq153123	seq216685
seq153123	seq216687
seq153123	seq216656
seq153123	seq10776
seq153123	seq209790
seq153123	seq200447
seq153123	seq216684
seq153123	seq216704
seq153123	seq209810
seq153123	seq1981
seq153123	seq96893
seq153123	seq78816
seq153123	seq78789
seq153123	seq78817
seq153123	seq78790
seq153123	seq49868
seq153123	seq76556
seq153123	seq49869
seq153123	seq216382
seq153123	seq12595
seq153123	seq12520
seq153123	seq12596
seq153411	seq153411
seq153411	seq153410
seq153443	seq153443
seq153443	seq210984
seq153443	seq210985
seq153443	seq153358
seq153443	seq153359
seq153443	seq153427
seq153987	seq153987
seq153987	seq153988
seq153987	seq153966
seq154083	seq154083
seq154083	seq154114
seq154083	seq154084
seq154083	seq154152
seq154083	seq154153
seq154083	seq64829
seq154083	seq64786
seq154083	seq64787
seq154083	seq64766
seq154083	seq64767
seq170307	seq170307
seq170499	seq170499
seq170627	seq170627
seq170627	seq170592
seq170627	seq170628
seq170627	seq170757
seq170627	seq170577
seq170627	seq170653
seq170627	seq170593
seq170627	seq170578
seq170947	seq170947
seq170947	seq26119
seq170947	seq26446
seq170947	seq47303
seq170947	seq47302
seq170947	seq107456
seq170947	seq6381
seq170947	seq6538
seq170947	seq6539
seq170947	seq6380
seq170947	seq94797
seq170947	seq94798
seq170947	seq6362
seq170947	seq6363
seq170947	seq6587
seq170947	seq95103
seq170947	seq170830
seq170947	seq170895
seq170947	seq109744
seq170947	seq110161
seq170947	seq171284
seq170947	seq110197
seq170947	seq171159
seq170947	seq171319
seq170947	seq109752
seq170947	seq171161
seq170947	seq109850
seq170947	seq109914
seq170947	seq109915
seq170947	seq26460
seq170947	seq110044
seq170947	seq109917
seq170947	seq109726
seq170947	seq106678
seq170947	seq110013
seq170947	seq110238
seq170947	seq171151
seq170947	seq171152
seq170947	seq109818
seq170947	seq110239
seq170947	seq170846
seq170947	seq26111
seq170947	seq110111
seq170947	seq170847
seq170947	seq110110
seq170947	seq27367
seq170947	seq184546
seq170947	seq184195
seq170947	seq199651
seq170947	seq83781
seq170947	seq184294
seq170947	seq27101
seq170947	seq35647
seq170947	seq35495
seq170947	seq184296
seq170947	seq107625
seq170947	seq47459
seq170947	seq47460
seq170947	seq197316
seq170947	seq107685
seq170947	seq107686
seq170947	seq47367
seq170947	seq47368
seq170947	seq107465
seq170947	seq107466
seq170947	seq107626
seq170947	seq47727
seq170947	seq47728
seq170947	seq162288
seq170947	seq162289
seq170947	seq107603
seq170947	seq107604
seq170947	seq47541
seq170947	seq162421
seq170947	seq47542
seq170947	seq162422
seq170947	seq162361
seq170947	seq162362
seq170947	seq47422
seq170947	seq47614
seq170947	seq47423
seq170947	seq47615
seq170947	seq139951
seq170947	seq140000
seq170947	seq140064
seq170947	seq139969
seq170947	seq140001
seq170947	seq140065
seq170947	seq139970
seq170947	seq140131
seq170947	seq140195
seq170947	seq140132
seq170947	seq140196
seq170947	seq140489
seq170947	seq140490
seq170947	seq139947
seq170947	seq140203
seq170947	seq139948
seq170947	seq140204
seq170947	seq139949
seq170947	seq140461
seq170947	seq139950
seq170947	seq140142
seq170947	seq140462
seq170947	seq140143
seq170947	seq140495
seq170947	seq139952
seq170947	seq140048
seq170947	seq140368
seq170947	seq140496
seq170947	seq140049
seq170947	seq140369
seq170947	seq140372
seq170947	seq140181
seq170947	seq140373
seq170947	seq140182
seq170947	seq139963
seq170947	seq139964
seq170947	seq140158
seq170947	seq140222
seq170947	seq140159
seq170947	seq140223
seq170947	seq83978
seq170947	seq83662
seq170947	seq184387
seq170947	seq184388
seq170947	seq199684
seq170947	seq199685
seq170947	seq170987
seq170947	seq83663
seq170947	seq27350
seq170947	seq83790
seq170947	seq27351
seq170947	seq110014
seq170947	seq100726
seq170947	seq207662
seq170947	seq83887
seq170947	seq27140
seq170947	seq184293
seq170947	seq109942
seq170947	seq171048
seq170947	seq171090
seq170947	seq170879
seq170947	seq199665
seq170947	seq207697
seq170947	seq207858
seq170947	seq27059
seq170947	seq207699
seq170947	seq184443
seq170947	seq35420
seq170947	seq83977
seq170947	seq27359
seq170947	seq207857
seq170947	seq26381
seq170947	seq26495
seq170947	seq184354
seq170947	seq26211
seq170947	seq26247
seq170947	seq26248
seq170947	seq26380
seq170947	seq26258
seq170947	seq26394
seq170947	seq26395
seq171555	seq171555
seq171555	seq77760
seq171555	seq171556
seq171555	seq171528
seq171555	seq171529
seq171555	seq171469
seq171555	seq171470
seq171555	seq77623
seq171555	seq77759
seq171843	seq171843
seq171843	seq172067
seq171843	seq171844
seq171843	seq172068
seq171843	seq172028
seq171843	seq172029
seq172323	seq172323
seq172323	seq35735
seq172547	seq172547
seq172547	seq172548
seq172547	seq148199
seq172547	seq148200
seq172547	seq146699
seq172547	seq172364
seq172547	seq172365
seq172547	seq172464
seq172547	seq172465
seq172739	seq172739
seq172739	seq172738
seq173475	seq173475
seq173475	seq173474
seq173475	seq190700
seq173475	seq190699
seq183203	seq183203
seq183203	seq183213
seq183203	seq183096
seq183203	seq183024
seq183203	seq183202
seq183203	seq183058
seq183235	seq183235
seq183235	seq183139
seq183235	seq183171
seq183235	seq183140
seq183235	seq183172
seq183235	seq183236
seq183235	seq183238
seq183235	seq183177
seq183235	seq183178
seq183235	seq183184
seq183235	seq183185
seq183235	seq183186
seq183235	seq183091
seq183235	seq183092
seq183235	seq182999
seq183235	seq183000
seq183235	seq183065
seq183235	seq183066
seq183235	seq183258
seq183235	seq183259
seq183363	seq183363
seq183363	seq183364
seq183363	seq217157
seq183363	seq57395
seq183363	seq41172
seq183363	seq57396
seq183395	seq183395
seq183395	seq183394
seq184035	seq184035
seq184035	seq187669
seq184355	seq184355
seq184355	seq184160
seq184355	seq184161
seq184355	seq184299
seq184355	seq184427
seq184355	seq184300
seq184355	seq184301
seq184355	seq184405
seq184355	seq184406
seq184355	seq184316
seq184355	seq184317
seq184355	seq184383
seq184355	seq184356
seq184355	seq184298
seq184355	seq184426
seq184643	seq184643
seq184643	seq184751
seq184771	seq184771
seq184771	seq144511
seq184963	seq184963
seq184963	seq184964
seq184963	seq184996
seq184963	seq184997
seq184963	seq184970
seq184963	seq184971
seq184963	seq185038
seq184963	seq185039
seq184963	seq184912
seq184963	seq184944
seq184963	seq184913
seq184963	seq184945
seq185187	seq185187
seq185187	seq168353
seq185187	seq168354
seq185187	seq168218
seq185827	seq185827
seq185827	seq185828
seq185827	seq185943
seq196227	seq196227
seq196483	seq196483
seq196483	seq196482
seq196483	seq196516
seq196483	seq196517
seq196739	seq196739
seq196739	seq196740
seq196739	seq196719
seq196899	seq196899
seq197091	seq197091
seq197091	seq37027
seq197763	seq197763
seq197763	seq197762
seq198051	seq198051
seq198051	seq198050
seq198115	seq198115
seq198243	seq198243
seq198307	seq198307
seq198435	seq198435
seq198915	seq198915
seq199011	seq199011
seq205731	seq205731
seq205731	seq6549
seq206819	seq206819
seq207459	seq207459
seq207619	seq207619
seq207747	seq207747
seq207747	seq207746
seq208323	seq208323
seq132	seq132
seq132	seq17953
seq132	seq17954
seq132	seq133
seq132	seq276
seq132	seq277
seq260	seq260
seq260	seq261
seq260	seq107098
seq260	seq107099
seq324	seq324
seq324	seq323
seq324	seq110090
seq324	seq110212
seq324	seq54470
seq324	seq54471
seq324	seq54384
seq324	seq131088
seq324	seq110227
seq324	seq110228
seq324	seq123576
seq1092	seq1092
seq1092	seq148373
seq1860	seq1860
seq1892	seq1892
seq2404	seq2404
seq2532	seq2532
seq2532	seq23940
seq2724	seq2724
seq3044	seq3044
seq9476	seq9476
seq9476	seq9477
seq9476	seq9528
seq9476	seq9529
seq10052	seq10052
seq10052	seq10051
seq195437	seq195437
seq195437	seq195438
seq195437	seq195545
seq195437	seq195546
seq195437	seq195486
seq195437	seq195487
seq195469	seq195469
seq195597	seq195597
seq195597	seq195598
seq195597	seq195672
seq195597	seq195673
seq195597	seq11696
seq195597	seq20129
seq195597	seq20130
seq195597	seq11697
seq195597	seq104542
seq195597	seq104623
seq195597	seq104672
seq195597	seq50787
seq195597	seq50788
seq195597	seq104550
seq195597	seq104551
seq195597	seq50569
seq195597	seq104713
seq195597	seq104714
seq195597	seq104694
seq195597	seq104695
seq195597	seq104603
seq195597	seq104604
seq195597	seq104543
seq195597	seq196271
seq195597	seq34144
seq195597	seq196270
seq195597	seq92349
seq196109	seq196109
seq196109	seq196160
seq196109	seq144579
seq196109	seq144580
seq196109	seq144644
seq196109	seq144645
seq196109	seq96710
seq196109	seq96711
seq196109	seq71467
seq196109	seq71468
seq196109	seq50957
seq196109	seq96589
seq196109	seq96590
seq196109	seq196110
seq196109	seq96720
seq196109	seq96721
seq196429	seq196429
seq196429	seq196559
seq196461	seq196461
seq196461	seq196460
seq196813	seq196813
seq196813	seq125605
seq196941	seq196941
seq196941	seq196878
seq196941	seq196879
seq196941	seq197041
seq196941	seq197042
seq196941	seq146504
seq196941	seq146503
seq197005	seq197005
seq197005	seq197006
seq197005	seq197016
seq197005	seq197017
seq197005	seq71420
seq197069	seq197069
seq197069	seq184749
seq197069	seq87168
seq197069	seq87169
seq197069	seq87023
seq197069	seq87024
seq197133	seq197133
seq207149	seq207149
seq207149	seq207148
seq207277	seq207277
seq207277	seq137856
seq207277	seq137888
seq207277	seq207200
seq207533	seq207533
seq207981	seq207981
seq208461	seq208461
seq208621	seq208621
seq208621	seq40035
seq208621	seq173859
seq208621	seq194099
seq208621	seq194211
seq208621	seq194184
seq208621	seq186123
seq208685	seq208685
seq208685	seq35624
seq208685	seq208617
seq208749	seq208749
seq208749	seq208717
seq208749	seq208718
seq208749	seq208750
seq208749	seq208566
seq208909	seq208909
seq209165	seq209165
seq209165	seq209042
seq209165	seq209013
seq209741	seq209741
seq209741	seq214632
seq209741	seq214512
seq209741	seq214444
seq209741	seq214494
seq209805	seq209805
seq209805	seq209804
seq216845	seq216845
seq216845	seq216844
seq217389	seq217389
seq217389	seq217474
seq217389	seq217506
seq217389	seq217484
seq217389	seq217494
seq217389	seq217367
seq217389	seq217410
seq217389	seq217555
seq217549	seq217549
seq217581	seq217581
seq217869	seq217869
seq217869	seq217868
seq217933	seq217933
seq217933	seq77994
seq217933	seq217897
seq217933	seq217898
seq217933	seq77995
seq217933	seq217934
seq218061	seq218061
seq462	seq462
seq462	seq83172
seq462	seq164967
seq462	seq425
seq462	seq87568
seq462	seq83148
seq462	seq83222
seq462	seq87569
seq462	seq83121
seq462	seq164981
seq462	seq164987
seq462	seq164927
seq494	seq494
seq494	seq658
seq494	seq610
seq494	seq529
seq494	seq388
seq494	seq404
seq494	seq597
seq494	seq537
seq494	seq535
seq494	seq71439
seq526	seq526
seq526	seq527
seq526	seq564
seq7630	seq7630
seq7630	seq7598
seq8046	seq8046
seq8046	seq19073
seq8046	seq47429
seq8046	seq115142
seq8046	seq125671
seq8046	seq29634
seq8046	seq9603
seq8046	seq38887
seq8046	seq157775
seq8046	seq173585
seq8046	seq114770
seq8046	seq51934
seq8046	seq87198
seq8046	seq208018
seq8046	seq341
seq8046	seq25591
seq8046	seq171864
seq8046	seq114801
seq8046	seq17424
seq8046	seq103313
seq8046	seq126642
seq8046	seq152788
seq8046	seq113526
seq8046	seq138134
seq8046	seq12664
seq8046	seq62650
seq8046	seq76573
seq8046	seq156573
seq8110	seq8110
seq8110	seq8164
seq8110	seq7823
seq8110	seq8155
seq8174	seq8174
seq8174	seq8295
seq8174	seq8432
seq8526	seq8526
seq8558	seq8558
seq8558	seq8557
seq8782	seq8782
seq8782	seq8811
seq8782	seq8783
seq8782	seq8823
seq8782	seq8643
seq8782	seq8644
seq8782	seq8787
seq8782	seq8663
seq8782	seq8664
seq8782	seq8824
seq8782	seq201337
seq8782	seq201299
seq8814	seq8814
seq8814	seq8815
seq8814	seq8758
seq8814	seq8894
seq8814	seq8895
seq8814	seq53014
seq8814	seq53013
seq8814	seq89497
seq8814	seq89498
seq9486	seq9486
seq9806	seq9806
seq10574	seq10574
seq10606	seq10606
seq10606	seq10576
seq20366	seq20366
seq20366	seq20339
seq20366	seq20340
seq20366	seq117157
seq20718	seq20718
seq20718	seq20801
seq20718	seq1698
